Provinsi,R502a_pju_surya_2024,R502a_pju_surya_2024_no,R502a_pju_surya_2024_total,R502a_pju_surya_2021,R502a_pju_surya_2021_no,R502a_pju_surya_2021_total,R501c_keluarga_surya_2024,R501c_keluarga_surya_2024_no,R501c_keluarga_surya_2024_total,R501c_keluarga_surya_2021,R501c_keluarga_surya_2021_no,R501c_keluarga_surya_2021_total,R503a6_bioenergi_2024,R503a6_bioenergi_2024_no,R503a6_bioenergi_2024_total,R503a6_bioenergi_2021,R503a6_bioenergi_2021_no,R503a6_bioenergi_2021_total,R510_air_2024,R510_air_2024_no,R510_air_2024_total,R510_air_2021,R510_air_2021_no,R510_air_2021_total,R511_potensi_air_2024,R511_potensi_air_2024_no,R511_potensi_air_2024_total,R511_potensi_air_2021,R511_potensi_air_2021_no,R511_potensi_air_2021_total,tambang_2024,tambang_2024_no,tambang_2024_total,tambang_2021,tambang_2021_no,tambang_2021_total,R501a2_non_pln_2024,R501a2_non_pln_2024_total,R501a2_non_pln_2024_no,R501a2_non_pln_2021,R501a2_non_pln_2021_no,R501a2_non_pln_2021_total,R1503a_infra_2024,R1503a_infra_2024_total,R1503a_infra_2024_no,R1503a_infra_2021,R1503a_infra_2021_no,R1503a_infra_2021_total,R1403g_potensi_air_2024,R1403g_potensi_air_2024_no,R1403g_potensi_air_2024_total,R1403g_potensi_air_2021,R1403g_potensi_air_2021_no,R1403g_potensi_air_2021_total,R514_polusi_air_2024,R514_polusi_air_2024_no,R514_polusi_air_2024_total,R514_polusi_air_2021,R514_polusi_air_2021_no,R514_polusi_air_2021_total,R1504a_program_ebt_2024,R1504a_program_ebt_2024_total,R1504a_program_ebt_2024_no,R1504a_program_ebt_2021,R1504a_program_ebt_2021_no,R1504a_program_ebt_2021_total,R501b_tanpa_listrik_2024,R501b_tanpa_listrik_2024_total,R501b_tanpa_listrik_2024_no,R501b_tanpa_listrik_2021,R501b_tanpa_listrik_2021_no,R501b_tanpa_listrik_2021_total,R502a_pju_surya_growth,R501c_keluarga_surya_growth,R503a6_bioenergi_growth,R510_air_growth,tambang_growth,R501a2_non_pln_growth,R1503a_infra_growth,R1403g_potensi_air_growth,R514_polusi_air_growth,R1504a_program_ebt_growth,R501b_tanpa_listrik_growth
NASIONAL,30476,53800,84276,24766,59330,84096,3076,8019,73181,84276,4176,7895,601,83675,84276,749,83347,84096,743,144,135,17,934,176,67050,36685,5954,10857,66636,35926,15927,68349,84276,16334,67762,84096,1175304.0,1526832.0,351528.0,0,0,0,7346,84276,76930,0,0,0,8486,23076,52714,84276,8461,21662,11019,73257,84276,10683,73413,84096,4525,84276,79751,0,0,0,658782.0,991671.0,332889.0,0,0,0,23.06,-96.35,-19.76,4270.59,-2.49,117530400.0,734600.0,-89.93,3.15,452500.0,65878200.0
